text,subject,task_type,difficulty,language,source_url,source_title,source_file
Завдання для самостійного виконання ................................................... 7 1.3 Запитання для самоконтролю ................................................................. 7 1.4 Тестові завдання ....................................................................................... 9 ПРАКТИЧНЕ ЗАНЯТТЯ № 2 «Основні засоби підприємства ».................. 13 2.1 Теоретична частина ................................................................................ 13 2.2,Бази даних,other,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Завдання для самостійного розв’язання .............................................. 20 2.4 Запитання для самоконтролю ............................................................... 21 2.5 Тестові завдання ..................................................................................... 22 ПРАКТИЧНЕ ЗАНЯТТЯ № 3 «Виробнича потужність підприємства »..... 28 3.1 Теоретичні відомості .............................................................................. 28 3.2,Бази даних,other,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Завдання для самостійного виконання ................................................. 29 3.3 Задачі для самостійного розв’язання ................................................... 31 3.4 Запитання для самоконтролю ............................................................... 32 3.5 Тестові завдання ..................................................................................... 32 ПРАКТИЧНЕ ЗАНЯТТЯ № 4 «Оборотні засоби підприємства »................ 36 4.1 Теоретична частина ................................................................................ 36 4.2,Бази даних,other,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Завдання для самостійного виконання ................................................. 38 4.3 Задачі для самостійного розв’язання ................................................... 39 4.4 Запитання для самоконтролю ............................................................... 41 4.5 Тестові завдання ..................................................................................... 42 ПРАКТИЧНЕ ЗАНЯТТЯ № 5 «Персонал підприємства » ........................... 46 5.1 Теоретична частина ................................................................................ 46 5.2,Бази даних,other,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Завдання для самостійного виконання ................................................. 47 5.3 Задачі для самостійного розв’язання ................................................... 48 5.4 Запитання для самоконтролю ............................................................... 49 5.5 Тестові завдання ..................................................................................... 50 ПРАКТИЧНЕ ЗАНЯТТЯ № 6 «Оплата праці на підприємстві » ................. 55 6.1 Теоретична частина ................................................................................ 55 6.2,Бази даних,other,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Завдання для самостійного виконання ................................................. 58 6.3 Запитання для самоконтролю ............................................................... 61 6.4 Тестові завдання ..................................................................................... 62 ПРАКТИЧНЕ ЗАНЯТТЯ № 7 «Витрати на виробництво та собівартість продукції підприємства » ................................................................................. 68 7.1 Теоретична частина ................................................................................ 68 7.2,Бази даних,other,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Завдання для самостійного виконання ................................................. 69 47.3 Задачі для самостійного розв’язання ................................................... 69 7.4 Запитання для самоконтролю ............................................................... 71 7.5 Тестові завдання ..................................................................................... 71 ПРАКТИЧНЕ ЗАНЯТТЯ № 8 «Ціноутворення на підприємстві ».............. 76 8.1 Теоретична частина ................................................................................ 76 8.2,Бази даних,other,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Завдання для самостійного виконання ................................................. 77 8.3 Задачі для самостійного розв’язання ................................................... 78 8.4 Запитання для самоконтролю ............................................................... 78 8.5 Тестові завдання ..................................................................................... 79 ПРАКТИЧНЕ ЗАНЯТТЯ № 9 «Прибуток та рентабельність підприємства »................................................................................................... 81 9.1 Теоретична частина ................................................................................ 81 9.2,Бази даних,other,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Завдання для самостійного виконання ................................................. 85 9.3 Задачі для самостійного розв’язання ................................................... 86 9.4 Запитання для самоконтролю ............................................................... 87 9.5 Тестові завдання ..................................................................................... 88 ПРАКТИЧНЕ ЗАНЯТТЯ № 10 «Економічна безпека підприємства »........ 92 10.1 Теоретична частина .............................................................................. 92 10.2,Бази даних,other,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Задача 2.1 Вартість основних фондів на початок планового періоду складає 2660 тис. грн. У березні планується введення в експлуатацію основних фондів на суму 220 тис. грн. 1 серпня планується вилучення основних фондів на суму 160 тис. грн. Визначити середньорічну вартість основних фондів і вартість основних фондів на кінець планового року .,Інше,homework,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
"Задача 2.2 Визначити відновну вартість автоматичної лінії з розливу безалкогольних напоїв , якщо відомо , що її первісна вартість 100 тис. грн., лінія експлуатується 3 роки , середньорічний приріст продуктивності праці по народному господарству становив 1 %. Якою буде відновна вартість лінії з урахуванням зносу , якщо відомо , що річна норма амортизації становить 15 %?",Інше,homework,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
"Задача 2.4 Первісна вартість основних виробничих фондів підприємства на початок року складає 40 млн. грн. Протягом року були введені в дію машини на суму 3 млн. грн. та виведено з експлуатації обладнання на суму 2 млн. грн. Знос фондів на початок року складав 30 %, а норма амортизації за рік – 10 %. Визначте : а) первісну вартість основних фондів на кінець року ; б) суму амортизації за рік; в) залишкову вартість основних фондів на кінець року .",Інше,homework,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
"Задача 2.5 Повна первісна вартість верстата – 10,2 тис. грн., строк експлуатації – 8 років . Затрати на модернізацію складають 2,3 тис. грн., витрати по демонтажу – 0,2 тис. грн., залишкова вартість верстата – 0,5 тис. грн. Визначте річну суму амортизаційних відрахувань та норму амортизації за умов лінійного методу нарахування .",Економіка,homework,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
Задача 2.6 Визначте річну суму амортизаційних відрахувань за такими способами нарахування амортизації . 1. Прямолінійний метод . Придбаний об’єкт вартістю 120 тис. грн. зі строком експлуатації 5 21років . 2. Метод зменшення залишкової вартості . Придбаний об’єкт основних засобів вартістю 100 тис. грн. зі строком експлуатації 5 років . 3. Кумулятивний метод . Придбаний об’єкт основних засобів вартістю 150 тис. грн. Строк експлуатації встановлений в 5 років .,Інше,homework,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
"Задача 2.7 Визначити показники використання основних фондів (фондовіддачу , фондоємність , фондоозброєність ), якщо відомо , що вартість основних фондів на початок року становить 690 тис. грн. У лютому буде введено основних фондів на 60 тис. грн., у липні  на 50 тис. грн. Обсяг випуску продукції становить 9500 тис. грн. Чисельність промислово -виробничого персоналу 794 чол.",Інше,homework,2,uk,https://epvm.vntu.edu.ua/wp-content/uploads/2018/01/econ_pydpr_prakt_cpc_balzan.pdf,МЕТОДИЧНІ ВКАЗІВКИ ТА ЗАВДАННЯ до проведення ...,backend/infrastructure/ml/datasets/raw\78_7e0bea4463e8.pdf
"Задача № 2. Є наступні да ні про ціну й кількість яблук, що купують, на ринку в місті Н на початку вересня 2000 року. Попит на яблука при різних рівнях цін Ціна за 1 кг (грн) Загальна кількі сть, на яку є попит (кг) 5,0 4,0 3,0 2,0 2000 3000 5000 9000 Побудуйте криву попиту та да йте в ідповіді на наступні питання: А. Що відбудеться з кривою попиту, якщо оцінка корисності яблук покупцями знизиться? Б. Припустимо, що ціна 1 кг яблук рівняється 4 гривні. Як зміниться попит, якщо ціна знизиться на 1 гривню? Чи буде відповідь іншою , якщ о на 1 гривню знизиться ціна будь –якого іншого товару? В. Ч и зміниться положення кривої попиту на яблука, якщо на ринку з'явиться багато дешевих груш і с лив? Г. Якою буде крива попиту, якщо ринкова ціна яблук установит ься на рівні 8 гривень за 1 кг? 14",Інше,homework,2,uk,http://files.znu.edu.ua/files/Bibliobooks/Inshi81/0061278.pdf,мікроекономіка - практикум,backend/infrastructure/ml/datasets/raw\79_a277ebac973f.pdf
"Задача № 4. Попит на товар представлений рівнянням QD = 21 – Р, а пропозиція товару – рівнянням QS = 4Р – 4. А. Побудуйте криві попиту та пропозиції. Б. Знайдіть рів новажну ціну й рівноважну кількість товару. В. Припустимо, що держава встановила “стелю” ціни товару 4 гривні. Підрахуйте розміри дефіциту, що виникає в результаті державного втручання. Г. Встановлення “стелі” цін привело до виникнення чорного ринку. Ціна чорного ринку – 7 гривень. Побудуйте криву пропозиції чорного ринку, визначите обсяг продаж на ньому. 15",Математика,homework,2,uk,http://files.znu.edu.ua/files/Bibliobooks/Inshi81/0061278.pdf,мікроекономіка - практикум,backend/infrastructure/ml/datasets/raw\79_a277ebac973f.pdf
"Задача № 5. Крива попиту на товар описується рівнянням QD = 12 – 3P, крива пропозиції рівнянням QS = 2P. Визначте рівноважну ціну та рівноважний обсяг. Припустимо, що місцеві органи влади впровадили фіксовану ціну на товар 3 гривні. Визначте новий обсяг продаж . Підрахуйте надлишок товару на ринку, що виникає в результаті державного втручання.",Математика,homework,2,uk,http://files.znu.edu.ua/files/Bibliobooks/Inshi81/0061278.pdf,мікроекономіка - практикум,backend/infrastructure/ml/datasets/raw\79_a277ebac973f.pdf
"Задача № 9. Функція попиту на троянди має вигляд : QD = 200 – Pt, а функція пропозиції : QS = 0,5P t–1 – 10, де t=0, 1, ..., 6 – дні тижня від неділі до суботи. 16 1. Визначте рівноважну ціну троянд. 2. Які ціни на троянди будуть кожного дня протягом тижня, якщо в неділю на ринку була рівноважна ціна, а в понеділок попит під вищився таким чином, що при кожному значенні ціни куп ували на 30 троянд більше. 3. Яка рівноважна ціна троянд після підвищення попиту?",Інше,homework,2,uk,http://files.znu.edu.ua/files/Bibliobooks/Inshi81/0061278.pdf,мікроекономіка - практикум,backend/infrastructure/ml/datasets/raw\79_a277ebac973f.pdf
"Задача № 10. Функція попиту на гвоздики має вигляд : QtD = 200 – 0.5P t , а функція їх пропозиції: QtS = 0.7P t–1 – 10, де t=0 , 1, ..., 6 – дні тижня від неділі до суботи. 1) Визначите рівноважну ціну гвоздик. 2) Які ціни на гвоздики будуть по днях тижня, якщо в неділю на ринку була рівноважна ціна, а в понеділок попит зріс таким чином, що при кожно му значенні ціни купували на 30 гвозд ик більше? 3) Яка рівноважна ціна після збільшення попиту?",Інше,homework,2,uk,http://files.znu.edu.ua/files/Bibliobooks/Inshi81/0061278.pdf,мікроекономіка - практикум,backend/infrastructure/ml/datasets/raw\79_a277ebac973f.pdf
"Задача № 2. Ви власник стадіону. Поточна ринкова варті сть білету Р=10 гривень. При цьому реалізуєт ься 15 тисяч білетів. Ви запрошуєте свого менеджера й пропонуєте йому подумати, чи варто змінити ціну на білети, щоб максимізувати доходи . Через деякий час до вас приходит ь менеджер і говорит ь: «Я вивчив ринок та діз нався, що: EPD=0,5 при Р від 5 до 10 гривень ; EPD=1,2 при Р від 10 до 12 гривень ; EPD=2,0 при Р від 12 до 15 гривень. Я вважаю, що варто зберегти ціну 10 гривень за білет». Знайдіть доходи від реалізації білетів при: А. Р=5 грн. Б. Р=10 грн. В. Р=12 грн. Г. Р=15 грн.",Економіка,homework,2,uk,http://files.znu.edu.ua/files/Bibliobooks/Inshi81/0061278.pdf,мікроекономіка - практикум,backend/infrastructure/ml/datasets/raw\79_a277ebac973f.pdf
"Задача № 6. PA1=2, Q A1=40; P A2=4, Q A2=30. Знайти коефіцієнт еластичності попиту по ціні. Коефіцієнт еластичності попиту товару В по ціні 8 гривень той самий, що і на товар А. Якщо в початковий період часу Q B=150 і при підвищенні ціни на 2 гривні еластичність не зміниться, то скільки одиниць товару В буде продано по підвищеній ціні? Зада ча № 7 . При ціні білету на футбольний матч 40 гривень на стадіон прийшло 30000 чоловік. Коли ціна білету зросла до 90 гривень, кількість вболівал ьників скоротилася до 5000 чоловік. Якщо вважати функцію попиту лінійною , то скільки вболівальників прийдуть на стадіон при ціні 20 гривень за білет?",Інше,homework,2,uk,http://files.znu.edu.ua/files/Bibliobooks/Inshi81/0061278.pdf,мікроекономіка - практикум,backend/infrastructure/ml/datasets/raw\79_a277ebac973f.pdf
"Завдання 2. Користуючись чинним законодавством і нормативними актами, схематично зобразіть структуру та охарактеризуйте основні функції й повноваження в системі державного регулювання економіки: а) Кабінету Міністрів України; б) Міністерства фінансів України в) Міністерства економіки України; г) Міністерства аграрної політики України; д) Національного банку України.",Право,other,2,uk,https://nubip.edu.ua/sites/default/files/u122/%D0%9D%D0%B0%D1%86%D1%96%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%20%D0%B5%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D1%96%D0%BA%D0%B0.pdf,самостійна робота студентів національна економіка,backend/infrastructure/ml/datasets/raw\81_2a8c60a928b7.pdf
"Завдання 2 За результатами торгів на міжбанківській валютній біржі валютний курс встановлений на рівні: 1 грн. = 0,19 дол. Обсяг пропозиції гривень за цим курсом становить 32 млрд. грн. Як має поводитися Центральний банк у ситуації, коли обсяг попиту за цим курсом становитиме 40 млрд. грн.? Як поведінка Центрального банку вплине на девізний курс, і як це відобразиться на величині чистого експорту та ВВП країни?",Психологія,other,2,uk,https://nubip.edu.ua/sites/default/files/u122/%D0%9D%D0%B0%D1%86%D1%96%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%20%D0%B5%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D1%96%D0%BA%D0%B0.pdf,самостійна робота студентів національна економіка,backend/infrastructure/ml/datasets/raw\81_2a8c60a928b7.pdf
"Завдання 3 Розрахуйте відносні й абсолютні показники економічної ефективності зовнішньої торгівлі: - абсолютну народногосподарську ефективність зовнішньої торгівлі; - відносну ефективність зовнішньої торгівлі; - народногосподарську відносну ефективність експорту; . - бюджетну ефективність експорту; - ефективність виробництва експортної продукції; - народногосподарську відносну ефективність імпорту; - бюджетну ефективність імпорту; - ефективність використання імпортного товару. На основі обчислення коефіцієнта ефективності експорту визначте, з яких видів товарів експорт ефективний. Вихідні дані 1. Витрати на транспортування експортної продукції становитимуть 11 % витрат на її виробництво. 2.Витрати на виробництво, експорт, імпорт продукції характеризуються даними табл. 12.2.",Економіка,other,2,uk,https://nubip.edu.ua/sites/default/files/u122/%D0%9D%D0%B0%D1%86%D1%96%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%20%D0%B5%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D1%96%D0%BA%D0%B0.pdf,самостійна робота студентів національна економіка,backend/infrastructure/ml/datasets/raw\81_2a8c60a928b7.pdf
"Задача №2 Нехай t – час руху пасажирського по їзду до моменту, коли він повинен пропустити швидкий потяг. Тоді швидкий потяг до вказаної події рухався 2t години. Оскільки на момент зазначеної події кожен з них подолав однакову відстань, то має місце рівність  54 72 2t t    . Розв’яжемо одержане рівняння  54 72 2t t    ; 54 72 144t t  ; 72 54 144t t  ; 18 144t ; 144818t  . Таким чином, пасажирський поїзд повинен пропустити швидкий поїзд через 8 годин з моменту руху зі станції A о 9–ій годині ранку. І тому за ці 8 годин пасажирський поїзд подолає відстань 54 8 432S   км. Отже, на відстані 432 км від станції A, швидкий поїзд наздожене пасажирський. Відповідь: 432 км.",Математика,homework,2,uk,https://ddpu.edu.ua/fmk/publications/manuals/manual_06.pdf,ОЛІМПІАДНІ ЗАДАЧІ,backend/infrastructure/ml/datasets/raw\89_63f693c8cea3.pdf
"Задача №4 Для нумерації перших 9 -ти сторінок (довіл ьної) книги знадобиться 9 1 цифр. Для нумерації сторінок з 10 -ої по 99 -ту знадобиться  99 10 1 2 90 2 180      цифр. Для нумерації сторінок з 100 –ої по 999 –ту знадобиться   999 100 1 3 2700    цифр. Оскільки для нумерації у сіх сторінок книги знадобилось 1392 цифри, то у такій книзі сторінок більше ніж 99, але менше ніж 999. Більше того, для нумерації сторінок книги, номери яких є тризначними числами, було витрачено точно 1392 9 1 90 2 1203     цифр. Тому число сторінок з тризначними номерами становить 12034013 . Таким чином, у книзі, для нумерації усіх сторінок якої було використано 1392 цифр , точно 9 90 401 500   сторінок. Відповідь: 500. Розв’язання задач 12",Інше,homework,2,uk,https://ddpu.edu.ua/fmk/publications/manuals/manual_06.pdf,ОЛІМПІАДНІ ЗАДАЧІ,backend/infrastructure/ml/datasets/raw\89_63f693c8cea3.pdf
"Задача №5 З 2003 натуральних чисел принаймні 1002 числа є числами однакової парності (парні або ж не парні). Іншими словами: оскільки 2003 є непарним числом, то чисел однієї парності більше , ніж чисел іншої парності щонайменше як на 1. Припустимо , що серед 2003 наведених чисел , наприклад , парних більше ніж непарних. Тоді, як зазначено вище, парних чисел принаймні 1002. Зафіксуємо на колі які -небудь 1002 парних чисел з усіх парних чисел. Якщо припустити, що на колі не знайдеться два сусідніх числа, сума яких є парною, то це означатиме що числа, розташовані по колу , чергуються наступним чином – парне, непарне, парне, непарне і т.д.. Але ж тоді на колі повинно бути щонайменше 2004 числа. Отже, прийшли до протиріччя з умовою, бо по колу розташовано точно 2003 натуральні числа. 7 клас",Інше,homework,2,uk,https://ddpu.edu.ua/fmk/publications/manuals/manual_06.pdf,ОЛІМПІАДНІ ЗАДАЧІ,backend/infrastructure/ml/datasets/raw\89_63f693c8cea3.pdf
"Задача №1 Нехай у коши ку спочатку було x яблук. Після видалення 3 яблук у кошику залишилося 3x яблук. Після видалення третини яблук від залишку у кошику залишилося  3 1 23 3 1 33 3 3xx x x            (яблук) . Після видалення ще трь ох яблук у кошику залишилося 23 33x  або ж 2x яблук. Зв ідки маємо рівняння 23 33 2xx   ; 23 33 2xx   ; 2 633 2xx  ;  4 3 3 6x x   ; 4 12 3 18x x   ; 4 3 12 18x x   ; 30x. Розв’язавши рівняння одержали, що 30x. Тому в кошику спочатку було 30 яблук. Відповідь: 30. ІІ тур Всеукраїнської олімпіади з математики 7 клас 13",Математика,homework,2,uk,https://ddpu.edu.ua/fmk/publications/manuals/manual_06.pdf,ОЛІМПІАДНІ ЗАДАЧІ,backend/infrastructure/ml/datasets/raw\89_63f693c8cea3.pdf
"Задача №2 Нехай S – відстань, яку білка долає від своєї домівки (пункт A) до місця з горіхами (пункт B). Тоді відстань S від A до B білка без горіха долає за 5S секунд. Відстань S від B до A білка з горіхом долає за 3S секунд. За умовою задачі на всю подорож за горіхом (шлях від A до B і назад) білка витрачає 20 хвилин або ж 20 60 1200  секунд. Тому має місце рівність 12005 3S S  . Звідки 8120015S або ж 120015 150 15 22508S     . Таким чином, при поході за горіхом і назад білка долає відстань 4500 метрів. Відповідь: 4500 метрів.",Інше,homework,2,uk,https://ddpu.edu.ua/fmk/publications/manuals/manual_06.pdf,ОЛІМПІАДНІ ЗАДАЧІ,backend/infrastructure/ml/datasets/raw\89_63f693c8cea3.pdf
"Задача №1 Нехай S (км) – довжина всього шляху. За умовою коли турист пройшов 1 (км) та половину решти шляху 1 2S (км), то з’ясувалося, що до кінця залишилося ще 1 3 всього шляху S та ще 1 (км) або, що те ж саме, 113S (км). Тому має місце рівність 1 11 12 3SS S            , звідки  3 1 226S SS   або ж 5 3 6 12S S   . Тому 9S. Відповідь: 9 км.",Інше,homework,2,uk,https://ddpu.edu.ua/fmk/publications/manuals/manual_06.pdf,ОЛІМПІАДНІ ЗАДАЧІ,backend/infrastructure/ml/datasets/raw\89_63f693c8cea3.pdf
"Задача №2 Нехай у трикутнику ABC бісектриса AL кута A, висота BH та серединний перпендикуляр до сторони AB в точці M перетинаються в точці O. Тоді за властивістю бісектриси кута (трикутника) маємо, що OH OM . Звідки випливає що прямокутні трикутники AMO і AHO рівні за катетом і гіпотенузою. Розв’язання задач 18 Оскільки OM є одночасно і висотою і медіаною трикутника AOB , то трикутник AOB є рівнобедреним з основою AB. Тому BAO ABO  . Таким чином, з урахуванням рівності вказаних трикутників, маємо рівність відповідних кутів, а саме: HAO BAO ABO   . Оскільки 090 HAO BAO ABO    , то кожен з кутів , , HAO BAO ABO   дорівнює 030. Тому 060A  . Відповідь: 060.",Інше,homework,2,uk,https://ddpu.edu.ua/fmk/publications/manuals/manual_06.pdf,ОЛІМПІАДНІ ЗАДАЧІ,backend/infrastructure/ml/datasets/raw\89_63f693c8cea3.pdf
"Задача №3 І с п о с і б За властивістю модуля маємо наступні рівняння 2 1 3 5x   або 2 1 3 5x   ; Розв’яжем о кожне з них: 1 4x  1 1x  ; 1 4x  або 1 4x  Рівняння не має коренів . 5x 3 x . І І с п о с і б Нехай 1x t  , 0t. Тоді дане рівняння 2 1 3 5x   набуває вид 2 3 5t  . Піднесемо обидві частини останнього рівняння до другого степеня та розв’яжемо одержане квадратне рівняння: 24 12 9 25t t   ; 23 4 0t t   ;  1 4 0t t   . 1 1 t не задовольняє умові 0t. А тому 4t. Звідки 1 4x  . Таким чином, 1 4x  або 1 4x  . Звідк и 13 x ; 25x. Відповідь: 3; 5. A B C O H L M ІІ тур Всеукраїнської олімпіади з математики 8 клас 19",Математика,homework,2,uk,https://ddpu.edu.ua/fmk/publications/manuals/manual_06.pdf,ОЛІМПІАДНІ ЗАДАЧІ,backend/infrastructure/ml/datasets/raw\89_63f693c8cea3.pdf
Проведіть експеримент із визначення кислотності рідини за допомогою лакмусового паперу.,Хімія,laboratory,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Прочитайте розділ про екосистеми в підручнику і напишіть коротке резюме.,Біологія,reading,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Напишіть есе на тему: 'Вплив технологій на сучасне суспільство'.,Інформатика,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Складіть проект на тему 'Водні ресурси України' з ілюстраціями.,Географія,project,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Розв'яжіть задачу на обчислення периметра трикутника.,Математика,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Підготуйтеся до контрольної роботи з теми 'Соцialні мережі'.,Соціологія,exam_preparation,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Напишіть відгук на прочитану книгу 'Кобзар' Т. Шевченка.,Література,reading,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
"Проведіть дослідження про види птахів, що мешкають в Україні.",Біологія,project,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Створіть таблицю з основними етапами історії України.,Історія,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Виконайте тест на знання основних термінів з алгебри.,Математика,exam_preparation,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Розробіть план дій для збереження навколишнього середовища в своєму місті.,Екологія,project,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Прочитайте статтю про глобальне потепління і напишіть свої думки.,Географія,reading,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Зробіть презентацію на тему 'Космос і його дослідження'.,Астрономія,project,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
"Визначте кількість квадратних метрів в кімнаті, якщо її довжина 5 м, а ширина 4 м.",Математика,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Підготуйте питання до контрольної роботи з теми 'Філософія'.,Філософія,exam_preparation,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Напишіть короткий реферат про видатних українських науковців.,Наука,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Виконайте лабораторну роботу з дослідження властивостей магнітів.,Фізика,laboratory,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Розробіть анкету для опитування однолітків щодо їх улюблених видів спорту.,Соціологія,project,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Проведіть аналіз літературного твору 'Майстер і Маргарита'.,Література,reading,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Складіть список основних правил безпеки на дорозі.,Основи здоров'я,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Виконайте вправи з граматики на тему 'Часові форми дієслів'.,Українська мова,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Прочитайте розділ з історії України про Гетьманщину і підготуйтеся до обговорення.,Історія,reading,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Розв'яжіть задачу на обчислення площі кола.,Математика,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Створіть малюнок на тему 'Весна в природі'.,Мистецтво,other,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Напишіть план дій на випадок надзвичайної ситуації.,Основи здоров'я,project,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Проведіть дослідження про вплив забруднення повітря на здоров'я людини.,Екологія,project,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Розв'яжіть задачу на знаходження відсотків у практичній ситуації.,Математика,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Підготуйтеся до усного виступу про культуру України.,Культура,exam_preparation,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Виконайте дослідницьку роботу про винаходи українських вчених.,Наука,project,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Прочитайте вірш Т. Шевченка і підготуйте його аналіз.,Література,reading,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Складіть розповідь про свій найкращий день у школі.,Українська мова,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Проведіть практичну роботу з вивчення фізичних властивостей води.,Фізика,laboratory,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
Напишіть листа другу про ваші літні канікули.,Українська мова,homework,2,uk,llm_generated,LLM generated Ukrainian educational task,llm_generated
